,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,jpg_url,predicted_breed
353,787810552592695296,2016-10-17 00:20:47 +0000,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent,11,10,Frank,3425,9446,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,airedale
354,787717603741622272,2016-10-16 18:11:26 +0000,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere,13,10,Tonks,3116,11124,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,pembroke
355,787397959788929025,2016-10-15 21:01:17 +0000,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug,11,10,Moose,3182,11803,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,miniature pinscher
356,787322443945877504,2016-10-15 16:01:13 +0000,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10,10,10,Lincoln,1958,8490,https://pbs.twimg.com/media/CX1ye7HUMAADDzh.jpg,malamute
357,786709082849828864,2016-10-13 23:23:56 +0000,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10",75,10,Logan,6821,19811,https://pbs.twimg.com/media/CX2NJmRWYAAxz_5.jpg,bluetick
359,786363235746385920,2016-10-13 00:29:39 +0000,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af,13,10,Rizzo,3931,11875,https://pbs.twimg.com/media/CX6v_JOWsAE0beZ.jpg,chow
360,786286427768250368,2016-10-12 19:24:27 +0000,This is Arnie. He's afraid of his own bark. 12/10 would comfort,12,10,Arnie,3211,8686,https://pbs.twimg.com/media/CX66EiJWkAAVjA-.jpg,kelpie
361,786233965241827333,2016-10-12 15:55:59 +0000,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution,11,10,Mattie,5358,16682,https://pbs.twimg.com/media/CX6_y6OU0AAl3v2.jpg,chihuahua
362,785927819176054784,2016-10-11 19:39:28 +0000,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop,12,10,Lucy,3538,12364,https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,golden retriever
364,785639753186217984,2016-10-11 00:34:48 +0000,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously,10,10,Pinot,2480,8504,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,labrador retriever
365,785533386513321988,2016-10-10 17:32:08 +0000,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af,11,10,Dallas,2253,9916,https://pbs.twimg.com/media/CX_D6AJWwAAnBIw.jpg,chihuahua
367,785170936622350336,2016-10-09 17:31:53 +0000,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10,11,10,Hero,5449,13157,https://pbs.twimg.com/media/CYAra7JWsAACPZH.jpg,weimaraner
368,784826020293709826,2016-10-08 18:41:19 +0000,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft,13,10,Rusty,3606,11030,https://pbs.twimg.com/media/CYDmK7ZVAAI_ylL.jpg,miniature schnauzer
369,784431430411685888,2016-10-07 16:33:21 +0000,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10,12,10,Stormy,1437,6187,https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,pembroke
370,784183165795655680,2016-10-07 00:06:50 +0000,This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch,12,10,Reginald,9041,21879,https://pbs.twimg.com/media/CYFOP6cWEAAWp-k.jpg,shopping cart
371,784057939640352768,2016-10-06 15:49:14 +0000,This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever,12,10,Balto,12497,32533,https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,labrador retriever
372,783839966405230592,2016-10-06 01:23:05 +0000,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10,13,10,Riley,12115,32697,https://pbs.twimg.com/media/CYFlVUFWwAAEsWX.jpg,border collie
373,783695101801398276,2016-10-05 15:47:27 +0000,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free,12,10,Loomis,3602,11351,https://pbs.twimg.com/media/CYI10WhWsAAjzii.jpg,bernese mountain dog
375,783334639985389568,2016-10-04 15:55:06 +0000,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave,12,10,Dave,13128,31767,https://pbs.twimg.com/media/CYK6kf0WMAAzP-0.jpg,chow
376,783085703974514689,2016-10-03 23:25:55 +0000,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats,11,10,Earl,2481,8839,https://pbs.twimg.com/media/CYLAWFMWMAEcRzb.jpg,boston bull
377,782969140009107456,2016-10-03 15:42:44 +0000,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable,12,10,Cali,8237,26234,https://pbs.twimg.com/media/CYLDikFWEAAIy1y.jpg,golden retriever
378,782747134529531904,2016-10-03 01:00:34 +0000,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back,11,10,Deacon,1561,8108,https://pbs.twimg.com/media/CYN_-6iW8AQhPu2.jpg,white wolf
379,782598640137187329,2016-10-02 15:10:30 +0000,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10,11,10,Timmy,2101,8456,https://pbs.twimg.com/media/CYPjvFqW8AAgiP2.jpg,lakeland terrier
380,782305867769217024,2016-10-01 19:47:08 +0000,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes,12,10,Sampson,6228,18110,https://pbs.twimg.com/ext_tw_video_thumb/685663358637486080/pu/img/3cXSHFZAgJQ_dDCf.jpg,chesapeake bay retriever
381,781955203444699136,2016-09-30 20:33:43 +0000,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately,11,10,Chipson,3760,12047,https://pbs.twimg.com/media/CYTUhn7WkAEXocW.jpg,yorkshire terrier
383,781655249211752448,2016-09-30 00:41:48 +0000,This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10,11,10,Combo,1252,4345,https://pbs.twimg.com/media/CYURBGoWYAAKey3.jpg,siberian husky
385,781251288990355457,2016-09-28 21:56:36 +0000,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well,11,10,Oakley,2349,9164,https://pbs.twimg.com/media/CYVIToGWQAAEZ_y.jpg,great dane
388,780858289093574656,2016-09-27 19:54:58 +0000,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first",10,10,Dash,2231,7803,https://pbs.twimg.com/media/CYaAS2kUoAINkye.jpg,german shepherd
389,780800785462489090,2016-09-27 16:06:28 +0000,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet,11,10,Koda,1452,5992,https://pbs.twimg.com/media/CYaI5aaW8AE8Uyk.jpg,yorkshire terrier
392,779834332596887552,2016-09-25 00:06:08 +0000,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af,11,10,Scout,7913,20642,https://pbs.twimg.com/media/CYka1NTWMAAOclP.jpg,borzoi
394,778990705243029504,2016-09-22 16:13:51 +0000,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af,11,10,Jay,8143,21752,https://pbs.twimg.com/media/CYpZrtDWwAE8Kpw.jpg,boston bull
396,778748913645780993,2016-09-22 00:13:04 +0000,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly",11,10,Mya,1491,7485,https://pbs.twimg.com/media/CYp4vFrVAAEs9AX.jpg,rottweiler
398,778624900596654080,2016-09-21 16:00:17 +0000,This is Penny. She's a sailor pup. 11/10 would take to the open seas with,11,10,Penny,1130,5041,https://pbs.twimg.com/media/CYs3TKzUAAAF9A2.jpg,miniature pinscher
400,778383385161035776,2016-09-21 00:00:35 +0000,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet,13,10,Nala,1226,6337,https://pbs.twimg.com/media/CYum3KbWEAArFrI.jpg,pomeranian
401,778286810187399168,2016-09-20 17:36:50 +0000,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort,11,10,Stanley,3694,11255,https://pbs.twimg.com/media/CYx-tGaUoAAEXV8.jpg,eskimo dog
403,777885040357281792,2016-09-19 15:00:20 +0000,This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in,3,10,Wesley,1832,6891,https://pbs.twimg.com/media/CY2iwGNWUAI5zWi.jpg,golden retriever
405,777621514455814149,2016-09-18 21:33:11 +0000,This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely,12,10,Derek,2785,9505,https://pbs.twimg.com/media/CY8SocAWsAARuyh.jpg,american staffordshire terrier
406,777189768882946048,2016-09-17 16:57:35 +0000,This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free,12,10,Jeffrey,4825,15508,https://pbs.twimg.com/media/CY8gWFRWUAAm1XL.jpg,malinois
407,776477788987613185,2016-09-15 17:48:25 +0000,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper,11,10,Huck,3132,9605,https://pbs.twimg.com/media/CY91OENWUAE5agj.jpg,ibizan hound
410,776113305656188928,2016-09-14 17:40:06 +0000,This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper,11,10,Sampson,4851,12729,https://pbs.twimg.com/media/CZBeMMVUwAEdVqI.jpg,cocker spaniel
412,775842724423557120,2016-09-13 23:44:54 +0000,This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af,12,10,Blue,2991,12695,https://pbs.twimg.com/media/CZDT-mZWsAEK9BH.jpg,scotch terrier
414,775364825476165632,2016-09-12 16:05:54 +0000,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10,11,10,Finley,3325,8057,https://pbs.twimg.com/media/CZHM60BWIAA4AY4.jpg,eskimo dog
415,775085132600442880,2016-09-11 21:34:30 +0000,This is Tucker. He would like a hug. 13/10 someone hug him,13,10,Tucker,5265,16828,https://pbs.twimg.com/media/CZIJD2SWIAMJgNI.jpg,toy poodle
416,774639387460112384,2016-09-10 16:03:16 +0000,This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him,10,10,Sprinkles,1939,7266,https://pbs.twimg.com/media/CZIr5gFUsAAvnif.jpg,italian greyhound
419,773922284943896577,2016-09-08 16:33:46 +0000,"This is Heinrich (pronounced ""Pat""). He's a Botswanian Vanderfloof. Snazzy af bandana. 12/10 downright puptacular",12,10,Heinrich,1925,6919,https://pbs.twimg.com/media/CZMJYCRVAAE35Wk.jpg,pomeranian
420,773670353721753600,2016-09-07 23:52:41 +0000,This is Shakespeare. He appears to be maximum level pettable. Born with no eyes tho (tragic). 10/10 probably wise,10,10,Shakespeare,1440,5759,https://pbs.twimg.com/media/CZNexghWAAAYnT-.jpg,standard poodle
421,773547596996571136,2016-09-07 15:44:53 +0000,This is Chelsea. She forgot how to dog. 11/10 get it together pupper,11,10,Chelsea,6860,23871,https://pbs.twimg.com/media/CZNj8N-WQAMXASZ.jpg,samoyed
422,773191612633579521,2016-09-06 16:10:20 +0000,This is Grey. He's the dogtor in charge of your checkpup today. 12/10 I'd never miss an appointment,12,10,Grey,4573,10800,https://pbs.twimg.com/media/CZSnKw8WwAAAN7q.jpg,pug
428,771500966810099713,2016-09-02 00:12:18 +0000,This is Dakota. He's just saying hi. That's all. 12/10 someone wave back,12,10,Dakota,2907,8932,https://pbs.twimg.com/media/CZdEq-AUMAAWayR.jpg,borzoi
430,771136648247640064,2016-09-01 00:04:38 +0000,This is Dixie. She wants to be a ship captain. Won't let anything get in between her and her dreams. 11/10,11,10,Dixie,3245,9943,https://pbs.twimg.com/media/CZiBcJhWQAATXNK.jpg,bernese mountain dog
431,771102124360998913,2016-08-31 21:47:27 +0000,This is Charlie. He works for @TODAYshow. Super sneaky tongue slip here. 12/10 would pet until someone made me stop,12,10,Charlie,1594,6724,https://pbs.twimg.com/media/CZiO7mWUEAAa4zo.jpg,shetland sheepdog
433,770787852854652928,2016-08-31 00:58:39 +0000,This is Winston. His tongue has gone rogue. Doing him quite a frighten. 10/10 hang in there Winston,10,10,Winston,1361,5362,https://pbs.twimg.com/media/CZmdSD8UcAAnY5R.jpg,saint bernard
436,770293558247038976,2016-08-29 16:14:30 +0000,This is Jackson. There's nothing abnormal about him. Just your average really good dog. 10/10,10,10,Jackson,1656,6741,https://pbs.twimg.com/media/CZskaEIWIAUeTr5.jpg,siberian husky
438,769940425801170949,2016-08-28 16:51:16 +0000,This is Klein. These pics were taken a month apart. He knows he's a stud now. 12/10 total heartthrob,12,10,Klein,10721,33996,https://pbs.twimg.com/media/CZxhL2yWAAI_DHn.jpg,pug
439,769695466921623552,2016-08-28 00:37:54 +0000,This is Titan. He's trying to make friends. Offering up his favorite stick. 13/10 philanthropic af,13,10,Titan,1850,6905,https://pbs.twimg.com/media/CZx_wV2UMAArgsJ.jpg,golden retriever
440,769212283578875904,2016-08-26 16:37:54 +0000,This is DonDon. He's way up but doesn't feel blessed. Rather uncomfortable actually. 12/10 I'll save you DonDon,12,10,Don,1903,5831,https://pbs.twimg.com/media/CZ1riVOWwAATfGf.jpg,samoyed
441,768970937022709760,2016-08-26 00:38:52 +0000,This is Kirby. His bowl weighs more than him. 12/10 would assist,12,10,Kirby,7261,15590,https://pbs.twimg.com/media/CZ2nn7BUsAI2Pj3.jpg,german short-haired pointer
442,768855141948723200,2016-08-25 16:58:45 +0000,This is Jesse. He really wants a belly rub. Will be as cute as possible to achieve that goal. 11/10,11,10,Jesse,991,4537,https://pbs.twimg.com/media/CZ2yNKhWEAA_7cb.jpg,mexican hairless
443,768609597686943744,2016-08-25 00:43:02 +0000,This is Lou. His sweater is too small and he already cut the tags off. Very very churlish. 10/10 would still pet,10,10,Lou,1342,4448,https://pbs.twimg.com/media/CZ2-SRiWcAIjuM5.jpg,saint bernard
446,767884188863397888,2016-08-23 00:40:31 +0000,This is Tito. He's on the lookout. Nobody knows for what. 10/10,10,10,Tito,1558,5126,https://pbs.twimg.com/media/CZ724fDUYAAytS-.jpg,golden retriever
447,767754930266464257,2016-08-22 16:06:54 +0000,This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af,11,10,Philbert,5984,17307,https://pbs.twimg.com/media/CZ8HIsGWIAA9eXX.jpg,labrador retriever
448,767122157629476866,2016-08-20 22:12:29 +0000,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10,13,10,Rupert,3165,10913,https://pbs.twimg.com/media/CaA-IR9VIAAqg5l.jpg,malamute
449,766793450729734144,2016-08-20 00:26:19 +0000,This is Rufus. He just missed out on the 100m final at Rio. Already training hard for Tokyo. 10/10 never give pup,10,10,Rufus,1509,5482,https://pbs.twimg.com/media/CaBP7i9W0AAJrIs.jpg,scottish deerhound
450,766693177336135680,2016-08-19 17:47:52 +0000,This is Brudge. He's a Doberdog. Going to be h*ckin massive one day. 11/10 would pat on head approvingly,11,10,Brudge,875,4354,https://pbs.twimg.com/media/CaFg41YWkAAdOjy.jpg,groenendael
451,766423258543644672,2016-08-18 23:55:18 +0000,This is Shadoe. Her tongue flies out of her mouth at random. Can't have a serious conversation with her. 9/10,9,10,Shadoe,1761,6501,https://pbs.twimg.com/media/CaGW8JQUMAEVtLl.jpg,pembroke
452,766069199026450432,2016-08-18 00:28:24 +0000,This is Juno. She can see your future. 12/10 h*ckin mesmerizing af,12,10,Juno,968,4618,https://pbs.twimg.com/media/CaLBJmOWYAQt44t.jpg,boxer
453,766008592277377025,2016-08-17 20:27:34 +0000,This is Angel. She stole the @ShopWeRateDogs shirt from her owner. Fits pretty well actually. 11/10 would forgive,11,10,Angel,550,4029,https://pbs.twimg.com/media/CaLWOPfWkAAo2Dt.jpg,australian terrier
454,765371061932261376,2016-08-16 02:14:15 +0000,This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. 11/10,11,10,Louie,2384,7637,https://pbs.twimg.com/media/CaVRP4GWwAERC0v.jpg,boston bull
455,764857477905154048,2016-08-14 16:13:27 +0000,This is Aubie. He has paws for days. Nibbling tables is one of his priorities. Second only to being cuddly af. 12/10,12,10,Aubie,1957,6921,https://pbs.twimg.com/media/CaVmajOWYAA1uNG.jpg,shih-tzu
456,764259802650378240,2016-08-13 00:38:30 +0000,This is Kota and her son Benedict. She doesn't know why you're staring. They are a normal family. Both 10/10,10,10,Kota,1689,6531,https://pbs.twimg.com/media/CaV5mRDXEAAR8iG.jpg,papillon
457,763837565564780549,2016-08-11 20:40:41 +0000,This is Alfie. He's touching a butt. Couldn't be happier. 11/10,11,10,Alfie,4628,13625,https://pbs.twimg.com/media/CaaXN5LUYAEzAh-.jpg,pug
458,763183847194451968,2016-08-10 01:23:03 +0000,This is Clark. He collects teddy bears. It's absolutely h*ckin horrifying. 8/10 please stop this Clark,8,10,Clark,1641,5838,https://pbs.twimg.com/media/Caa407jWwAAJPH3.jpg,basenji
459,763103485927849985,2016-08-09 20:03:43 +0000,This is Belle. She's a Butterflop Hufflepoof. Rarer than most. Having trouble with car seat. 10/10 perturbed af,10,10,Belle,2517,7932,https://pbs.twimg.com/media/CafdAWCW0AE3Igl.jpg,soft-coated wheaten terrier
460,762699858130116608,2016-08-08 17:19:51 +0000,This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero,11,10,Leela,4014,13155,https://pbs.twimg.com/media/Caf1pQxWIAEme3q.jpg,samoyed
462,762464539388485633,2016-08-08 01:44:46 +0000,This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well,12,10,Buddy,4666,11162,https://pbs.twimg.com/media/Caohi_hWcAAQCni.jpg,borzoi
463,762316489655476224,2016-08-07 15:56:28 +0000,This is Scout. He specializes in mid-air freeze frames. 11/10,11,10,Scout,1249,5209,https://pbs.twimg.com/media/CapsyfkWcAQ41uC.jpg,briard
467,761599872357261312,2016-08-05 16:28:54 +0000,"This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl",11,10,Sephie,1301,4452,https://pbs.twimg.com/media/CavjCdJW0AIB5Oz.jpg,chihuahua
468,761334018830917632,2016-08-04 22:52:29 +0000,This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup,10,10,Bruce,1605,5621,https://pbs.twimg.com/media/Ca0lzzmWwAA5u56.jpg,great dane
470,761227390836215808,2016-08-04 15:48:47 +0000,This is Albert. He just found out that bees are dying globally at an alarming rate. 10/10 heckin worried af now,10,10,Albert,1713,5741,https://pbs.twimg.com/media/Ca0zxGjW8AEfyYl.jpg,toy poodle
471,761004547850530816,2016-08-04 01:03:17 +0000,This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both,11,10,Bo,3827,12160,https://pbs.twimg.com/media/Ca3i7CzXIAMLhg8.jpg,labrador retriever
472,760641137271070720,2016-08-03 00:59:13 +0000,This is Theo. He can walk on water. Still coming to terms with it. 12/10 magical af,12,10,Theo,1431,5339,https://pbs.twimg.com/media/Ca5cPrJXIAImHtD.jpg,shetland sheepdog
473,760539183865880579,2016-08-02 18:14:06 +0000,This is Atlas. Swinging is his passion. 12/10 would push all day,12,10,Atlas,4009,8172,https://pbs.twimg.com/media/Ca5uv7RVAAA_QEg.jpg,lhasa
474,760290219849637889,2016-08-02 01:44:48 +0000,This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni),13,10,Rocco,12693,28861,https://pbs.twimg.com/media/Ca-XjfiUsAAUa8f.jpg,great dane
475,760252756032651264,2016-08-01 23:15:56 +0000,This is Fido. He can tell the weather. Not good at fetch tho. Never comes when called. 4/10 would probably still pet,4,10,Fido,954,4243,https://pbs.twimg.com/media/Ca_ClYOW0AAsvpE.jpg,pembroke
479,759846353224826880,2016-07-31 20:21:02 +0000,This is Kirby. He's a Beneblip Cumberpat. Pretty heckin rare. 11/10 would put my face against his face,11,10,Kirby,2194,7243,https://pbs.twimg.com/ext_tw_video_thumb/698341973569245184/pu/img/Sj3A2vSfbKWSv61T.jpg,boxer
481,759557299618865152,2016-07-31 01:12:26 +0000,This is Emma. She can't believe her last guess didn't hit. Convinced ur stacking them on top of each other. 10/10,10,10,Emma,1295,5072,https://pbs.twimg.com/ext_tw_video_thumb/698635005506015234/pu/img/wQ4yFXTZ-2QLt68b.jpg,samoyed
482,759447681597108224,2016-07-30 17:56:51 +0000,This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy,11,10,Oakley,2718,9166,https://pbs.twimg.com/media/CbJLG0HWwAAV-ug.jpg,brittany spaniel
484,759197388317847553,2016-07-30 01:22:17 +0000,This is Luna. She's just heckin precious af I have nothing else to say. 12/10,12,10,Luna,2146,6530,https://pbs.twimg.com/media/CbMFFssWIAAyuOd.jpg,german short-haired pointer
486,759047813560868866,2016-07-29 15:27:55 +0000,This is Spencer. He's part of the Queen's Guard. Takes his job very seriously. 11/10,11,10,Spencer,2227,7024,https://pbs.twimg.com/media/CbN6IW4UYAAyVDA.jpg,chihuahua
487,758854675097526272,2016-07-29 02:40:28 +0000,"This is Lilli Bee &amp; Honey Bear. Unfortunately, they were both born with no eyes. So heckin sad. Both 11/10",11,10,Lilli,988,3820,https://pbs.twimg.com/ext_tw_video_thumb/699072391083880449/pu/img/fMp1-dvLMeio1Kzk.jpg,shih-tzu
489,758474966123810816,2016-07-28 01:31:38 +0000,This is Brandonald. He accidentally opened the front facing camera. Playing it off rather heckin well. 11/10,11,10,Brandonald,1094,4108,https://pbs.twimg.com/media/CbR-9edXIAEHJKi.jpg,labrador retriever
491,758405701903519748,2016-07-27 20:56:24 +0000,This is Odie. He falls asleep wherever he wants. Must be nice. 10/10,10,10,Odie,2119,5596,https://pbs.twimg.com/media/CbTRPXdW8AQMZf7.jpg,samoyed
492,758355060040593408,2016-07-27 17:35:10 +0000,This is Corey. He's a Portobello Corgicool. Trying to convince you that he's not a hipster. 11/10 yea right Corey,11,10,Corey,1195,3688,https://pbs.twimg.com/media/CbTaHrRW0AABXmG.jpg,pug
495,757725642876129280,2016-07-25 23:54:05 +0000,This is Beckham. He fell asleep at the wheel. Very churlish. Looks to have a backpup driver tho. That's good. 11/10,11,10,Beckham,1345,4877,https://pbs.twimg.com/media/CbYd3C9WEAErJ4Z.jpg,malinois
496,757611664640446465,2016-07-25 16:21:11 +0000,This is Cooper. He tries to come across as feisty but it never works for very long. 12/10,12,10,Cooper,1231,4898,https://pbs.twimg.com/media/CbYmRHyWEAASNzm.jpg,border terrier
499,757354760399941633,2016-07-24 23:20:20 +0000,"This is Devón (pronounced ""Eric""). He forgot how to eat the apple halfway through. Wtf Devón get it together. 8/10",8,10,Dev,1571,4863,https://pbs.twimg.com/media/CbdpBmLUYAY9SgQ.jpg,golden retriever
500,756939218950160384,2016-07-23 19:49:07 +0000,This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. 12/10 would totally hike with,12,10,Jax,2217,7153,https://pbs.twimg.com/media/Cbd-o8hWwAE4OFm.jpg,beagle
505,754856583969079297,2016-07-18 01:53:28 +0000,This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear,11,10,Winnie,2775,7389,https://pbs.twimg.com/media/CbxjnyOWAAAWLUH.jpg,border collie
506,754747087846248448,2016-07-17 18:38:22 +0000,This is Keith. He's pursuing a more 2D lifestyle. Idiosyncratic af. 12/10 follow your dreams Keith,12,10,Keith,574,2772,https://pbs.twimg.com/media/Cbx6nz1WIAA0QSW.jpg,yorkshire terrier
507,754482103782404096,2016-07-17 01:05:25 +0000,This is Milo. He's currently plotting his revenge. 10/10,10,10,Milo,2142,5704,https://pbs.twimg.com/media/CbyW7B0W8AIX8kX.jpg,chihuahua
508,754449512966619136,2016-07-16 22:55:55 +0000,This is Dex. He can see into your past and future. Mesmerizing af 11/10,11,10,Dex,813,4033,https://pbs.twimg.com/media/Cb2cfd9WAAEL-zk.jpg,french bulldog
512,753398408988139520,2016-07-14 01:19:12 +0000,This is Scout. Her batteries are low. 12/10 precious af,12,10,Scout,2111,6229,https://pbs.twimg.com/media/Cb78-nOWIAENNRc.jpg,boston bull
513,753375668877008896,2016-07-13 23:48:51 +0000,This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn,8,10,Hank,2572,8193,https://pbs.twimg.com/media/Cb8lWafWEAA2q93.jpg,west highland white terrier
514,753294487569522689,2016-07-13 18:26:16 +0000,This is Ace. He's a window washer. One of the best around. 11/10 helpful af,11,10,Ace,1151,3668,https://pbs.twimg.com/media/CcAhPevW8AAoknv.jpg,kelpie
521,751950017322246144,2016-07-10 01:23:49 +0000,This is Lola. She's a surfing pupper. 13/10 magical af,13,10,Lola,1025,3311,https://pbs.twimg.com/media/CcRKOzyXEAQO_HN.jpg,boxer
522,751937170840121344,2016-07-10 00:32:46 +0000,This is Ruby. Her ice cube is melting. She doesn't know what to do about it. 11/10,11,10,Ruby,1480,5606,https://pbs.twimg.com/media/CcRO8FmW4AAzazk.jpg,labrador retriever
523,751830394383790080,2016-07-09 17:28:29 +0000,This is Tucker. He's very camera shy. 12/10 would give stellar belly rubs to,12,10,Tucker,2158,6233,https://pbs.twimg.com/media/CcVOJEcXEAM0FHL.jpg,great pyrenees
525,751538714308972544,2016-07-08 22:09:27 +0000,This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af,10,10,Max,1398,5413,https://pbs.twimg.com/media/CcbRIAgXIAQaKHQ.jpg,samoyed
527,751132876104687617,2016-07-07 19:16:47 +0000,This is Cooper. He's just so damn happy. 10/10 what's your secret puppo?,10,10,Cooper,1436,5463,https://pbs.twimg.com/media/CcgfcANW4AA9hzr.jpg,golden retriever
529,750719632563142656,2016-07-06 15:54:42 +0000,This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af,12,10,Meyer,5562,14200,https://pbs.twimg.com/media/Ccg02LiWEAAJHw1.jpg,norfolk terrier
530,750506206503038976,2016-07-06 01:46:38 +0000,This is Malcolm. He's absolutely terrified of heights. 8/10 hang in there pupper,8,10,Malcolm,1266,4789,https://pbs.twimg.com/media/CcjlzRkW0AMqmWg.jpg,airedale
531,750429297815552001,2016-07-05 20:41:01 +0000,This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10,12,10,Arnie,4755,14159,https://pbs.twimg.com/media/CckG63qUsAALbIr.jpg,collie
533,750132105863102464,2016-07-05 01:00:05 +0000,This is Stewie. He will roundhouse kick anyone who questions his independence. 11/10 free af,11,10,Stewie,1394,3895,https://pbs.twimg.com/media/Cco8OmOXIAE0aCu.jpg,great pyrenees
534,750117059602808832,2016-07-05 00:00:18 +0000,This is Calvin. He just loves America so much. 10/10 would roll around in flag with,10,10,Calvin,1429,4627,https://pbs.twimg.com/media/CcpaoR9WAAAKlJJ.jpg,golden retriever
537,750056684286914561,2016-07-04 20:00:23 +0000,This is Jameson. He had a few too many in the name of freedom. I can't not respect that. 11/10 'Merica,11,10,Jameson,978,3361,https://pbs.twimg.com/media/CcwcSS9WwAALE4f.jpg,golden retriever
538,750041628174217216,2016-07-04 19:00:33 +0000,This is Beau. He's trying to keep his daddy from packing to leave for Annual Training. 13/10 and now I'm crying,13,10,Beau,680,3410,https://pbs.twimg.com/media/CcwgjmuXIAEQoSd.jpg,staffordshire bullterrier
